symbol,name,sector
SEMAC,Semac Consultants Limited,Industrials
SENCO,Senco Gold Limited,Consumer Cyclical
SEPC,SEPC Limited,Industrials
SEQUENT,Sequent Scientific Limited,Healthcare
SERVOTECH,Servotech Power Systems Limited,N/A
SESHAPAPER,Seshasayee Paper and Boards Limited,Basic Materials
SETCO,Setco Automotive Limited,Consumer Cyclical
SETUINFRA,Setubandhan Infrastructure Limited,Industrials
SEYAIND,Seya Industries Limited,Basic Materials
SFL,Sheela Foam Limited,Consumer Cyclical
SGIL,Synergy Green Industries Limited,Industrials
SGL,STL Global Limited,Consumer Cyclical
SHAH,Shah Metacorp Limited,Basic Materials
SHAHALLOYS,Shah Alloys Limited,Basic Materials
SHAILY,Shaily Engineering Plastics Limited,Basic Materials
SHAKTIPUMP,Shakti Pumps (India) Limited,Industrials
SHALBY,Shalby Limited,Healthcare
SHALPAINTS,Shalimar Paints Limited,Basic Materials
SHANKARA,Shankara Building Products Limited,Consumer Cyclical
SHANTI,Shanti Overseas (India) Limited,Consumer Defensive
SHANTIGEAR,Shanthi Gears Limited,Industrials
SHARDACROP,Sharda Cropchem Limited,Basic Materials
SHARDAMOTR,Sharda Motor Industries Limited,Consumer Cyclical
SHAREINDIA,Share India Securities Limited,Financial Services
SHEKHAWATI,Shekhawati Industries Limited,Consumer Cyclical
SHEMAROO,Shemaroo Entertainment Limited,Communication Services
SHILPAMED,Shilpa Medicare Limited,Healthcare
SHIVALIK,Shivalik Rasayan Limited,Basic Materials
SHIVAMAUTO,Shivam Autotech Limited,Consumer Cyclical
SHIVAMILLS,Shiva Mills Limited,Consumer Cyclical
SHIVATEX,Shiva Texyarn Limited,Consumer Cyclical
SHK,S H Kelkar and Company Limited,Basic Materials
SHOPERSTOP,Shoppers Stop Limited,Consumer Cyclical
SHRADHA,Shradha Infraprojects Limited,Real Estate
SHREDIGCEM,Shree Digvijay Cement Company Limited,Basic Materials
SHREECEM,Shree Cement Limited,Basic Materials
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Basic Materials
SHREERAMA,Shree Rama Multi-Tech Limited,Consumer Cyclical
SHRENIK,Shrenik Limited,Basic Materials
SHREYANIND,Shreyans Industries Limited,Basic Materials
SHREYAS,Shreyas Shipping and Logistics Limited,Industrials
SHRIPISTON,Shriram Pistons & Rings Limited,Consumer Cyclical
SHRIRAMFIN,Shriram Finance Limited,Financial Services
SHRIRAMPPS,Shriram Properties Limited,Real Estate
SHYAMCENT,Shyam Century Ferrous Limited,Basic Materials
SHYAMMETL,Shyam Metalics and Energy Limited,Basic Materials
SHYAMTEL,Shyam Telecom Limited,Technology
SIEMENS,Siemens Limited,Industrials
SIGACHI,Sigachi Industries Limited,Healthcare
SIGIND,Signet Industries Limited,Basic Materials
SIGMA,Sigma Solve Limited,Technology
SIGNATURE,Signatureglobal (India) Limited,Real Estate
SIGNPOST,Signpost India Limited,Communication Services
SIKKO,Sikko Industries Limited,Basic Materials
SIL,Standard Industries Limited,Consumer Cyclical
SILGO,Silgo Retail Limited,Consumer Cyclical
SILINV,SIL Investments Limited,Financial Services
SILLYMONKS,Silly Monks Entertainment Limited,Communication Services
SILVERTUC,Silver Touch Technologies Limited,Technology
SIMBHALS,Simbhaoli Sugars Limited,Consumer Defensive
SIMPLEXINF,Simplex Infrastructures Limited,Industrials
SINCLAIR,Sinclairs Hotels Limited,Consumer Cyclical
SINDHUTRAD,Sindhu Trade Links Limited,Industrials
SINTERCOM,Sintercom India Limited,Consumer Cyclical
SIRCA,Sirca Paints India Limited,Basic Materials
SIS,SIS Limited,Industrials
SITINET,SITI Networks Limited,Communication Services
SIYSIL,Siyaram Silk Mills Limited,Consumer Cyclical
SJS,S.J.S. Enterprises Limited,Consumer Cyclical
SJVN,SJVN Limited,Utilities
SKFINDIA,SKF India Limited,Industrials
SKIPPER,Skipper Limited,Industrials
SKMEGGPROD,SKM Egg Products Export (India) Limited,Consumer Defensive
SKYGOLD,Sky Gold Limited,Consumer Cyclical
SMARTLINK,Smartlink Holdings Limited,Technology
SMCGLOBAL,SMC Global Securities Limited,Financial Services
SMLISUZU,SML Isuzu Limited,Consumer Cyclical
SMLT,Sarthak Metals Limited,Industrials
SMSLIFE,SMS Lifesciences India Limited,Healthcare
SMSPHARMA,SMS Pharmaceuticals Limited,Healthcare
SNOWMAN,Snowman Logistics Limited,Industrials
SOBHA,Sobha Limited,Real Estate
SOFTTECH,SoftTech Engineers Limited,Technology
SOLARA,Solara Active Pharma Sciences Limited,Healthcare
SOLARINDS,Solar Industries India Limited,Basic Materials
SOMANYCERA,Somany Ceramics Limited,Industrials
SOMATEX,Soma Textiles & Industries Limited,Consumer Cyclical
SOMICONVEY,Somi Conveyor Beltings Limited,Industrials
SONACOMS,Sona BLW Precision Forgings Limited,Consumer Cyclical
SONAMLTD,Sonam Limited,Consumer Cyclical
SONATSOFTW,Sonata Software Limited,Technology
SOTL,Savita Oil Technologies Limited,Basic Materials
SOUTHBANK,The South Indian Bank Limited,Financial Services
SOUTHWEST,South West Pinnacle Exploration Limited,Energy
SPAL,S.P. Apparels Limited,Consumer Cyclical
SPANDANA,Spandana Sphoorty Financial Limited,Financial Services
SPARC,Sun Pharma Advanced Research Company Limited,Healthcare
SPCENET,Spacenet Enterprises India Limited,Financial Services
SPECIALITY,Speciality Restaurants Limited,Consumer Cyclical
SPENCERS,Spencer's Retail Limited,Consumer Cyclical
SPIC,Southern Petrochemical Industries Corporation Limited,Basic Materials
SPLIL,SPL Industries Limited,Consumer Cyclical
SPLPETRO,Supreme Petrochem Limited,Basic Materials
SPMLINFRA,SPML Infra Limited,Industrials
SPORTKING,Sportking India Limited,Consumer Cyclical
SRD,Shankar Lal Rampal Dye-Chem Limited,Basic Materials
SREEL,Sreeleathers Limited,Consumer Cyclical
SRF,SRF Limited,Basic Materials
SRGHFL,SRG Housing Finance Limited,Financial Services
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Basic Materials
SRM,N/A,Industrials
SRPL,Shree Ram Proteins Limited,Consumer Defensive
SSDL,N/A,Consumer Cyclical
SSWL,Steel Strips Wheels Limited,Consumer Cyclical
STANLEY,N/A,Consumer Cyclical
STAR,Strides Pharma Science Limited,Healthcare
STARCEMENT,Star Cement Limited,Basic Materials
STARHEALTH,Star Health and Allied Insurance Company Limited,Financial Services
STARPAPER,Star Paper Mills Limited,Basic Materials
STARTECK,Starteck Finance Limited,Financial Services
STCINDIA,The State Trading Corporation of India Limited,Industrials
STEELCAS,Steelcast Limited,Basic Materials
STEELCITY,Steel City Securities Limited,Financial Services
STEELXIND,Steel Exchange India Limited,Basic Materials
STEL,STEL Holdings Limited,Consumer Defensive
STERTOOLS,Sterling Tools Limited,Industrials
STLTECH,Sterlite Technologies Limited,Technology
STOVEKRAFT,Stove Kraft Limited,Consumer Cyclical
STYLAMIND,Stylam Industries Limited,Consumer Cyclical
STYLEBAAZA,Baazar Style Retail Limited,Consumer Cyclical
STYRENIX,Styrenix Performance Materials Limited,Basic Materials
SUBEXLTD,Subex Limited,Technology
SUBROS,Subros Limited,Consumer Cyclical
SUDARSCHEM,Sudarshan Chemical Industries Limited,Basic Materials
SUKHJITS,The Sukhjit Starch & Chemicals Limited,Basic Materials
SULA,Sula Vineyards Limited,Consumer Defensive
SUMEETINDS,Sumeet Industries Limited,Consumer Cyclical
SUMICHEM,Sumitomo Chemical India Limited,Basic Materials
SUMIT,Sumit Woods Limited,Real Estate
SUMMITSEC,Summit Securities Limited,Financial Services
SUNCLAY,Sundaram-Clayton Limited,Industrials
SUNDARAM,Sundaram Multi Pap Limited,Basic Materials
SUNDARMFIN,Sundaram Finance Limited,Financial Services
SUNDARMHLD,Sundaram Finance Holdings Limited,Financial Services
SUNDRMBRAK,Sundaram Brake Linings Limited,Consumer Cyclical
SUNDRMFAST,Sundram Fasteners Limited,Consumer Cyclical
SUNFLAG,Sunflag Iron and Steel Company Limited,Basic Materials
SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare
SUNTECK,Sunteck Realty Limited,Real Estate
SUNTV,Sun TV Network Limited,Communication Services
SUPERHOUSE,Superhouse Limited,Consumer Cyclical
SUPERSPIN,Super Spinning Mills Limited,Consumer Cyclical
SUPRAJIT,Suprajit Engineering Limited,Consumer Cyclical
SUPREMEENG,Supreme Engineering Limited,Basic Materials
SUPREMEIND,The Supreme Industries Limited,Industrials
SUPREMEINF,Supreme Infrastructure India Limited,Industrials
SUPRIYA,Supriya Lifescience Limited,Healthcare
SURAJEST,N/A,Real Estate
SURAJLTD,Suraj Limited,Basic Materials
SURANASOL,Surana Solar Limited,Technology
SURANAT&P,Surana Telecom and Power Limited,Utilities
SURYALAXMI,Suryalakshmi Cotton Mills Limited,Consumer Cyclical
SURYAROSNI,Surya Roshni Limited,Basic Materials
SURYODAY,Suryoday Small Finance Bank Limited,Financial Services
SUTLEJTEX,Sutlej Textiles and Industries Limited,Consumer Cyclical
SUULD,Suumaya Industries Limited,Consumer Cyclical
SUVEN,Suven Life Sciences Limited,Healthcare
SUVENPHAR,Suven Pharmaceuticals Limited,Healthcare
SUVIDHAA,Suvidhaa Infoserve Limited,Technology
SUYOG,Suyog Telematics Limited,Communication Services
SUZLON,Suzlon Energy Limited,Industrials
SVLL,Shree Vasu Logistics Limited,Industrials
SVPGLOB,SVP Global Textiles Limited,Consumer Cyclical
SWANENERGY,Swan Energy Limited,Industrials
SWARAJENG,Swaraj Engines Limited,Consumer Cyclical
SWELECTES,Swelect Energy Systems Limited,Technology
SWSOLAR,Sterling and Wilson Renewable Energy Limited,Technology
SYMPHONY,Symphony Limited,Consumer Cyclical
SYNCOMF,Syncom Formulations (India) Limited,Healthcare
SYNGENE,Syngene International Limited,Healthcare
SYRMA,Syrma SGS Technology Limited,Technology
TAINWALCHM,Tainwala Chemicals and Plastics (India) Limited,Basic Materials
TAJGVK,TAJGVK Hotels & Resorts Limited,Consumer Cyclical
TAKE,TAKE Solutions Limited,Healthcare
TALBROAUTO,Talbros Automotive Components Limited,Consumer Cyclical
TANLA,Tanla Platforms Limited,Technology
TARACHAND,N/A,Industrials
TARAPUR,Tarapur Transformers Limited,Industrials
TARC,TARC Limited,Real Estate
TARIL,N/A,Industrials
TARMAT,Tarmat Limited,Industrials
TARSONS,Tarsons Products Limited,Healthcare
TASTYBITE,Tasty Bite Eatables Limited,Consumer Defensive
TATACHEM,Tata Chemicals Limited,Basic Materials
TATACOMM,Tata Communications Limited,Communication Services
TATACONSUM,Tata Consumer Products Limited,Consumer Defensive
TATAELXSI,Tata Elxsi Limited,Technology
TATAINVEST,Tata Investment Corporation Limited,Financial Services
TATAMOTORS,Tata Motors Limited,Consumer Cyclical
TATAPOWER,The Tata Power Company Limited,Utilities
TATASTEEL,Tata Steel Limited,Basic Materials
TATATECH,Tata Technologies Limited,Technology
TATVA,Tatva Chintan Pharma Chem Limited,Basic Materials
TBOTEK,N/A,Industrials
TBZ,Tribhovandas Bhimji Zaveri Limited,Consumer Cyclical
TCI,Transport Corporation of India Limited,Industrials
TCIEXP,TCI Express Limited,Industrials
TCIFINANCE,TCI Finance Limited,Financial Services
TCLCONS,Tantia Constructions Limited,Industrials
TCPLPACK,TCPL Packaging Limited,Consumer Cyclical
TCS,Tata Consultancy Services Limited,Technology
TDPOWERSYS,TD Power Systems Limited,Industrials
TEAMLEASE,TeamLease Services Limited,Industrials
TECHIN,Techindia Nirman Limited,Real Estate
TECHM,Tech Mahindra Limited,Technology
TECHNOE,Techno Electric & Engineering Company Limited,Industrials
TECILCHEM,Tecil Chemicals and Hydro Power Ltd.,Financial Services
TEGA,Tega Industries Limited,Industrials
TEJASNET,Tejas Networks Limited,Technology
TEMBO,Tembo Global Industries Limited,Industrials
TERASOFT,Tera Software Limited,Technology
TEXINFRA,Texmaco Infrastructure & Holdings Limited,Real Estate
TEXMOPIPES,Texmo Pipes and Products Limited,Industrials
TEXRAIL,Texmaco Rail & Engineering Limited,Industrials
TFCILTD,Tourism Finance Corporation of India Limited,Financial Services
TFL,Transwarranty Finance Limited,Financial Services
TGBHOTELS,TGB Banquets and Hotels Limited,Consumer Cyclical
THANGAMAYL,Thangamayil Jewellery Limited,Consumer Cyclical
THEINVEST,The Investment Trust of India Limited,Financial Services
THEJO,Thejo Engineering Limited,Industrials
THEMISMED,Themis Medicare Limited,Healthcare
THERMAX,Thermax Limited,Industrials
THOMASCOOK,Thomas Cook (India) Limited,Consumer Cyclical
THOMASCOTT,Thomas Scott (India) Limited,Consumer Cyclical
THYROCARE,Thyrocare Technologies Limited,Healthcare
TI,Tilaknagar Industries Ltd.,Consumer Defensive
TIIL,Technocraft Industries (India) Limited,Industrials
TIINDIA,Tube Investments of India Limited,Industrials
TIJARIA,Tijaria Polypipes Limited,Industrials
TIL,TIL Limited,Industrials
TIMESGTY,Times Guaranty Limited,Financial Services
TIMETECHNO,Time Technoplast Limited,Consumer Cyclical
TIMKEN,Timken India Limited,Industrials
TIPSFILMS,Tips Films Limited,Communication Services
TIPSMUSIC,Tips Music Limited,Communication Services
TIRUMALCHM,Thirumalai Chemicals Limited,Basic Materials
TIRUPATIFL,Tirupati Forge Limited,Industrials
TITAGARH,Titagarh Rail Systems Limited,Industrials
TITAN,Titan Company Limited,Consumer Cyclical
TMB,Tamilnad Mercantile Bank Limited,Financial Services
TNPETRO,Tamilnadu Petroproducts Limited,Basic Materials
TNPL,Tamil Nadu Newsprint and Papers Limited,Basic Materials
TNTELE,Tamilnadu Telecommunications Limited,Technology
TOKYOPLAST,Tokyo Plast International Limited,Consumer Cyclical
TOLINS,N/A,Consumer Cyclical
TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare
TORNTPOWER,Torrent Power Limited,Utilities
TOTAL,Total Transport Systems Limited,Industrials
TOUCHWOOD,Touchwood Entertainment Limited,Communication Services
TPHQ,Teamo Productions HQ Limited,Industrials
TPLPLASTEH,TPL Plastech Limited,Consumer Cyclical
TRACXN,Tracxn Technologies Limited,Technology
TREEHOUSE,Tree House Education & Accessories Limited,Consumer Defensive
TREJHARA,Trejhara Solutions Limited,Technology
TREL,Transindia Real Estate Limited,Real Estate
TRENT,Trent Limited,Consumer Cyclical
TRF,TRF Limited,Industrials
TRIDENT,Trident Limited,Consumer Cyclical
TRIGYN,Trigyn Technologies Limited,Technology
TRITURBINE,Triveni Turbine Limited,Industrials
TRIVENI,Triveni Engineering & Industries Limited,Consumer Defensive
TRU,TruCap Finance Limited,Financial Services
TTKHLTCARE,TTK Healthcare Limited,Healthcare
TTKPRESTIG,TTK Prestige Limited,Consumer Cyclical
TTL,T.T. Limited,Consumer Cyclical
TTML,Tata Teleservices (Maharashtra) Limited,Communication Services
TV18BRDCST,TV18 Broadcast Limited,Communication Services
TVSELECT,TVS Electronics Limited,Technology
TVSHLTD,TVS Holdings Limited,Consumer Cyclical
TVSMOTOR,TVS Motor Company Limited,Consumer Cyclical
TVSSCS,TVS Supply Chain Solutions Limited,Industrials
TVSSRICHAK,TVS Srichakra Limited,Consumer Cyclical
TVTODAY,T.V. Today Network Limited,Communication Services
TVVISION,TV Vision Limited,Communication Services
UBL,United Breweries Limited,Consumer Defensive
UCAL,UCAL Limited,Consumer Cyclical
UCOBANK,UCO Bank,Financial Services
UDAICEMENT,Udaipur Cement Works Limited,Basic Materials
UDS,Updater Services Limited,Industrials
UFLEX,Uflex Limited,Consumer Cyclical
UFO,UFO Moviez India Limited,Communication Services
UGARSUGAR,The Ugar Sugar Works Limited,Consumer Defensive
UGROCAP,UGRO Capital Limited,Financial Services
UJJIVANSFB,Ujjivan Small Finance Bank Limited,Financial Services
ULTRACEMCO,UltraTech Cement Limited,Basic Materials
UMAEXPORTS,Uma Exports Limited,Consumer Defensive
UMANGDAIRY,Umang Dairies Limited,Consumer Defensive
UMESLTD,Usha Martin Education & Solutions Limited,Consumer Defensive
UNICHEMLAB,Unichem Laboratories Limited,Healthcare
UNIDT,United Drilling Tools Limited,Energy
UNIECOM,N/A,Technology
UNIENTER,Uniphos Enterprises Limited,Basic Materials
UNIINFO,Uniinfo Telecom Services Limited,Communication Services
UNIONBANK,Union Bank of India,Financial Services
UNIPARTS,Uniparts India Limited,Industrials
UNITDSPR,N/A,Consumer Defensive
UNITECH,Unitech Limited,Real Estate
UNITEDPOLY,United Polyfab Gujarat Limited,Consumer Cyclical
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,Consumer Defensive
UNIVASTU,Univastu India Limited,Industrials
UNIVCABLES,Universal Cables Limited,Industrials
UNIVPHOTO,Universus Photo Imagings Limited,Healthcare
UNOMINDA,Uno Minda Limited,Consumer Cyclical
UPL,UPL Limited,Basic Materials
URAVI,Uravi T & Wedge Lamps Limited,Consumer Cyclical
URJA,Urja Global Limited,Technology
USHAMART,Usha Martin Limited,Basic Materials
USK,Udayshivakumar Infra Limited,Industrials
UTIAMC,UTI Asset Management Company Limited,Financial Services
UTKARSHBNK,Utkarsh Small Finance Bank Limited,Financial Services
UTTAMSUGAR,Uttam Sugar Mills Limited,Consumer Defensive
UYFINCORP,U. Y. Fincorp Limited,Financial Services
V2RETAIL,V2 Retail Limited,Consumer Cyclical
VADILALIND,Vadilal Industries Limited,Consumer Defensive
VAIBHAVGBL,Vaibhav Global Limited,Consumer Cyclical
VAISHALI,Vaishali Pharma Limited,Healthcare
VAKRANGEE,Vakrangee Limited,Technology
VALIANTLAB,Valiant Laboratories Limited,Healthcare
VALIANTORG,Valiant Organics Limited,Basic Materials
VARDHACRLC,Vardhman Acrylics Limited,Consumer Cyclical
VARDMNPOLY,Vardhman Polytex Limited,Consumer Cyclical
VARROC,Varroc Engineering Limited,Consumer Cyclical
VASCONEQ,Vascon Engineers Limited,Industrials
VASWANI,Vaswani Industries Limited,Basic Materials
VBL,Varun Beverages Limited,Consumer Defensive
VCL,Vaxtex Cotfab Limited,Consumer Cyclical
VEDL,Vedanta Limited,Basic Materials
VEEDOL,Veedol Corporation Limited,Basic Materials
VENKEYS,Venky's (India) Limited,Consumer Defensive
VENUSPIPES,Venus Pipes and Tubes Limited,Basic Materials
VENUSREM,Venus Remedies Limited,Healthcare
VERANDA,Veranda Learning Solutions Limited,Consumer Defensive
VERTOZ,Vertoz Limited,Technology
VESUVIUS,Vesuvius India Limited,Industrials
VETO,Veto Switchgears and Cables Limited,Industrials
VGUARD,V-Guard Industries Limited,Industrials
VHL,Vardhman Holdings Limited,Financial Services
VHLTD,Viceroy Hotels Limited,Consumer Cyclical
VIDHIING,Vidhi Specialty Food Ingredients Limited,Basic Materials
VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare
VIJIFIN,Viji Finance Limited,Financial Services
VIKASECO,Vikas Ecotech Limited,Basic Materials
VIKASLIFE,Vikas Lifecare Limited,Consumer Defensive
VIMTALABS,Vimta Labs Limited,Healthcare
VINATIORGA,Vinati Organics Limited,Basic Materials
VINDHYATEL,Vindhya Telelinks Limited,Industrials
VINEETLAB,Vineet Laboratories Limited,Basic Materials
VINNY,Vinny Overseas Limited,Consumer Cyclical
VINYLINDIA,Vinyl Chemicals (India) Limited,Basic Materials
VIPCLOTHNG,VIP Clothing Limited,Consumer Cyclical
VIPIND,V.I.P. Industries Limited,Consumer Cyclical
VIPULLTD,Vipul Limited,Real Estate
VIRINCHI,Virinchi Limited,Technology
VISAKAIND,Visaka Industries Limited,Industrials
VISHNU,Vishnu Chemicals Limited,Basic Materials
VISHWARAJ,Vishwaraj Sugar Industries Limited,Consumer Defensive
VIVIDHA,Visagar Polytex Limited,Consumer Cyclical
VLEGOV,VL E-Governance & IT Solutions Limited,Industrials
VLSFINANCE,VLS Finance Limited,Financial Services
VMART,V-Mart Retail Limited,Consumer Cyclical
VOLTAMP,Voltamp Transformers Limited,Industrials
VOLTAS,Voltas Limited,Industrials
VPRPL,Vishnu Prakash R Punglia Limited,Industrials
VRAJ,N/A,Basic Materials
VRLLOG,VRL Logistics Limited,Industrials
VSSL,Vardhman Special Steels Limited,Basic Materials
VSTIND,VST Industries Limited,Consumer Defensive
VSTL,Vibhor Steel Tubes Limited,Basic Materials
VSTTILLERS,V.S.T. Tillers Tractors Limited,Industrials
VTL,Vardhman Textiles Limited,Consumer Cyclical
WABAG,VA Tech Wabag Limited,Industrials
WALCHANNAG,Walchandnagar Industries Limited,Industrials
WANBURY,Wanbury Limited,Healthcare
WCIL,N/A,Industrials
WEALTH,Wealth First Portfolio Managers Limited,Financial Services
WEBELSOLAR,Websol Energy System Limited,Technology
WEIZMANIND,Weizmann Limited,Consumer Cyclical
WEL,Wonder Electricals Limited,Consumer Cyclical
WELCORP,Welspun Corp Limited,Basic Materials
WELENT,Welspun Enterprises Limited,Industrials
WELINV,Welspun Investments and Commercials Limited,Financial Services
WELSPUNLIV,Welspun Living Limited,Consumer Cyclical
WENDT,Wendt (India) Limited,Industrials
WESTLIFE,Westlife Foodworld Limited,Consumer Cyclical
WEWIN,We Win Limited,Technology
WHEELS,Wheels India Limited,Consumer Cyclical
WHIRLPOOL,Whirlpool of India Limited,Consumer Cyclical
WILLAMAGOR,Williamson Magor & Co. Limited,Financial Services
WINDLAS,Windlas Biotech Limited,Healthcare
WINDMACHIN,Windsor Machines Limited,Industrials
WINSOME,Winsome Yarns Limited,Consumer Cyclical
WIPL,The Western India Plywoods Limited,Basic Materials
WIPRO,Wipro Limited,Technology
WOCKPHARMA,Wockhardt Limited,Healthcare
WONDERLA,Wonderla Holidays Limited,Consumer Cyclical
WORTH,Worth Peripherals Limited,Consumer Cyclical
WSI,W.S. Industries (India) Limited,Industrials
WSTCSTPAPR,West Coast Paper Mills Limited,Basic Materials
XCHANGING,Xchanging Solutions Limited,Technology
XELPMOC,Xelpmoc Design and Tech Limited,Technology
XPROINDIA,Xpro India Limited,Basic Materials
XTGLOBAL,XTGlobal Infotech Limited,Technology
YAARI,Yaari Digital Integrated Services Limited,Financial Services
YASHO,Yasho Industries Limited,Basic Materials
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,Healthcare
YATRA,Yatra Online Limited,Consumer Cyclical
YESBANK,Yes Bank Limited,Financial Services
YUKEN,Yuken India Limited,Industrials
ZAGGLE,Zaggle Prepaid Ocean Services Limited,Technology
ZEEL,Zee Entertainment Enterprises Limited,Communication Services
ZEELEARN,Zee Learn Limited,Consumer Defensive
ZEEMEDIA,Zee Media Corporation Limited,Communication Services
ZENITHEXPO,Zenith Exports Limited,Consumer Cyclical
ZENITHSTL,Zenith Steel Pipes & Industries Limited,Basic Materials
ZENSARTECH,Zensar Technologies Limited,Technology
ZENTEC,Zen Technologies Limited,Industrials
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Consumer Cyclical
ZIMLAB,ZIM Laboratories Limited,Healthcare
ZODIAC,Zodiac Energy Limited,N/A
ZODIACLOTH,Zodiac Clothing Company Limited,Consumer Cyclical
ZOMATO,Zomato Limited,Consumer Cyclical
ZOTA,Zota Health Care Limited,Healthcare
ZUARI,Zuari Agro Chemicals Limited,Basic Materials
ZUARIIND,Zuari Industries Limited,Industrials
ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare
ZYDUSWELL,Zydus Wellness Limited,Consumer Defensive
